8.0,3.0,3.0
3.0,6.0,9.0
12.0,10.0,6.0
6.0,12.0,1.0
7.0,15.0,9.0
5.0,16.0,2.0
5.0,18.0,-1.0
6.0,21.0,7.0
3.0,23.0,8.0
-1.0,24.0,-2.0
2.0,26.0,7.0
3.0,28.0,3.0
3.0,30.0,6.0
0.0,32.0,7.0
1.0,34.0,3.0
1.0,36.0,6.0
2.0,38.0,2.0
2.0,40.0,5.0
-5.0,39.0,-2.0
