0.001,100,0.10439167962663132,0.012028187993777683,0.008678100009767965
0.005,100,0.43225726708025014,0.0457331997080207,0.029834113231821877
0.01,100,0.6951206934840981,0.06860855418114016,0.0387800395638132
0.05,100,1.089969183119605,0.1120068686565905,0.017997804355817975
0.1,100,1.0964316878594287,0.12436207434991411,0.005657641165431476
0.5,100,1.0964608113924048,0.12861719390874368,0.0014025223111921508
1,100,1.096460811392405,0.12861723232337582,0.0014024838965557244
5,100,1.5417942156002324e+72,-1.8572347806572143e+87,-1.857234780657216e+87
10,100,1.1600535598470282e+105,-1.3061206571859423e+120,-1.3061206571859423e+120
0.5,170,1.0964608113924048,0.12861723232167716,0.0014024838982586753
